Date,Symbol,Price,Available Supply,Unlocked Supply,Community & Other
Aug 07 2023,LUNA,$0.56,0,738072727.27,738072727.27
Aug 07 2023,LUNA,$0.56,0,738072727.27,738072727.27
Aug 06 2023,LUNA,$0.56,0,737181818.18,737181818.18
Aug 05 2023,LUNA,$0.55,0,736290909.09,736290909.09
Aug 04 2023,LUNA,$0.55,0,735400000.00,735400000.00
Aug 03 2023,LUNA,$0.56,0,734509090.91,734509090.91
Aug 02 2023,LUNA,$0.57,0,733618181.82,733618181.82
Aug 01 2023,LUNA,$0.58,0,732727272.73,732727272.73
Aug 01 2023,LUNA,$0.58,0,732727272.73,732727272.73
Jul 31 2023,LUNA,$0.58,0,731836363.64,731836363.64
Jul 30 2023,LUNA,$0.60,0,730945454.55,730945454.55
Jul 29 2023,LUNA,$0.60,0,730054545.45,730054545.45
Jul 28 2023,LUNA,$0.60,0,729163636.36,729163636.36
Jul 27 2023,LUNA,$0.60,0,728272727.27,728272727.27
Jul 26 2023,LUNA,$0.60,0,727381818.18,727381818.18
Jul 25 2023,LUNA,$0.61,0,726490909.09,726490909.09
Jul 25 2023,LUNA,$0.61,0,726490909.09,726490909.09
Jul 24 2023,LUNA,$0.66,0,725600000.00,725600000.00
Jul 23 2023,LUNA,$0.69,0,724709090.91,724709090.91
Jul 22 2023,LUNA,$0.66,0,723818181.82,723818181.82
Jul 21 2023,LUNA,$0.63,0,722927272.73,722927272.73
Jul 20 2023,LUNA,$0.63,0,722036363.64,722036363.64
Jul 19 2023,LUNA,$0.62,0,721145454.55,721145454.55
Jul 19 2023,LUNA,$0.62,0,721145454.55,721145454.55
Jul 18 2023,LUNA,$0.65,0,720254545.45,720254545.45
Jul 17 2023,LUNA,$0.63,0,719363636.36,719363636.36
Jul 16 2023,LUNA,$0.63,0,718472727.27,718472727.27
Jul 15 2023,LUNA,$0.59,0,717581818.18,717581818.18
Jul 14 2023,LUNA,$0.61,0,716690909.09,716690909.09
Jul 13 2023,LUNA,$0.58,0,715800000.00,715800000.00
Jul 12 2023,LUNA,$0.58,0,714909090.91,714909090.91
Jul 12 2023,LUNA,$0.58,0,714909090.91,714909090.91
Jul 11 2023,LUNA,$0.58,0,714018181.82,714018181.82
Jul 10 2023,LUNA,$0.58,0,713127272.73,713127272.73
Jul 09 2023,LUNA,$0.59,0,712236363.64,712236363.64
Jul 08 2023,LUNA,$0.58,0,711345454.55,711345454.55
Jul 07 2023,LUNA,$0.58,0,710454545.45,710454545.45
Jul 06 2023,LUNA,$0.60,0,709563636.36,709563636.36
Jul 06 2023,LUNA,$0.60,0,709563636.36,709563636.36
Jul 05 2023,LUNA,$0.64,0,708672727.27,708672727.27
Jul 04 2023,LUNA,$0.65,0,707781818.18,707781818.18
Jul 03 2023,LUNA,$0.64,0,706890909.09,706890909.09
Jul 02 2023,LUNA,$0.64,0,706000000.00,706000000.00
Jul 01 2023,LUNA,$0.63,0,705109090.91,705109090.91
Jun 30 2023,LUNA,$0.61,0,704218181.82,704218181.82
Jun 29 2023,LUNA,$0.60,0,703327272.73,703327272.73
Jun 29 2023,LUNA,$0.60,0,703327272.73,703327272.73
Jun 28 2023,LUNA,$0.65,0,702436363.64,702436363.64
Jun 27 2023,LUNA,$0.65,0,701545454.55,701545454.55
Jun 26 2023,LUNA,$0.68,0,700654545.45,700654545.45
Jun 25 2023,LUNA,$0.64,0,699763636.36,699763636.36
Jun 24 2023,LUNA,$0.67,0,698872727.27,698872727.27
Jun 23 2023,LUNA,$0.63,0,697981818.18,697981818.18
Jun 23 2023,LUNA,$0.63,0,697981818.18,697981818.18
Jun 22 2023,LUNA,$0.62,0,697090909.09,697090909.09
Jun 21 2023,LUNA,$0.60,0,696200000.00,696200000.00
Jun 20 2023,LUNA,$0.58,0,695309090.91,695309090.91
Jun 19 2023,LUNA,$0.57,0,694418181.82,694418181.82
Jun 18 2023,LUNA,$0.59,0,693527272.73,693527272.73
Jun 17 2023,LUNA,$0.59,0,692636363.64,692636363.64
Jun 16 2023,LUNA,$0.58,0,691745454.55,691745454.55
Jun 16 2023,LUNA,$0.58,0,691745454.55,691745454.55
Jun 15 2023,LUNA,$0.58,0,690854545.45,690854545.45
Jun 14 2023,LUNA,$0.60,0,689963636.36,689963636.36
Jun 13 2023,LUNA,$0.60,0,689072727.27,689072727.27
Jun 12 2023,LUNA,$0.59,0,688181818.18,688181818.18
Jun 11 2023,LUNA,$0.60,0,687290909.09,687290909.09
Jun 10 2023,LUNA,$0.75,0,686400000.00,686400000.00
Jun 10 2023,LUNA,$0.75,0,686400000.00,686400000.00
Jun 09 2023,LUNA,$0.76,0,685509090.91,685509090.91
Jun 08 2023,LUNA,$0.73,0,684618181.82,684618181.82
Jun 07 2023,LUNA,$0.80,0,683727272.73,683727272.73
Jun 06 2023,LUNA,$0.77,0,682836363.64,682836363.64
Jun 05 2023,LUNA,$0.94,0,681945454.55,681945454.55
Jun 04 2023,LUNA,$0.83,0,681054545.45,681054545.45
Jun 03 2023,LUNA,$0.84,0,680163636.36,680163636.36
Jun 03 2023,LUNA,$0.84,0,680163636.36,680163636.36
Jun 02 2023,LUNA,$0.82,0,679272727.27,679272727.27
