Date,Symbol,Price,Available Supply,Unlocked Supply,Community & Other
Oct 16 2023,SHIB,$0.0 5 6960,0,1000000000000000.00,1000000000000000.00
Oct 14 2023,SHIB,$0.0 5 6920,0,1000000000000000.00,1000000000000000.00
Oct 13 2023,SHIB,$0.0 5 6800,0,1000000000000000.00,1000000000000000.00
Oct 11 2023,SHIB,$0.0 5 6910,0,1000000000000000.00,1000000000000000.00
Oct 09 2023,SHIB,$0.0 5 7190,0,1000000000000000.00,1000000000000000.00
Oct 08 2023,SHIB,$0.0 5 7240,0,1000000000000000.00,1000000000000000.00
Oct 06 2023,SHIB,$0.0 5 7170,0,1000000000000000.00,1000000000000000.00
Oct 04 2023,SHIB,$0.0 5 7260,0,1000000000000000.00,1000000000000000.00
Oct 03 2023,SHIB,$0.0 5 7300,0,1000000000000000.00,1000000000000000.00
Oct 01 2023,SHIB,$0.0 5 7350,0,1000000000000000.00,1000000000000000.00
Sep 29 2023,SHIB,$0.0 5 7290,0,1000000000000000.00,1000000000000000.00
Sep 27 2023,SHIB,$0.0 5 7220,0,1000000000000000.00,1000000000000000.00
Sep 26 2023,SHIB,$0.0 5 7270,0,1000000000000000.00,1000000000000000.00
Sep 24 2023,SHIB,$0.0 5 7500,0,1000000000000000.00,1000000000000000.00
Sep 22 2023,SHIB,$0.0 5 7270,0,1000000000000000.00,1000000000000000.00
Sep 21 2023,SHIB,$0.0 5 7440,0,1000000000000000.00,1000000000000000.00
Sep 19 2023,SHIB,$0.0 5 7280,0,1000000000000000.00,1000000000000000.00
Sep 17 2023,SHIB,$0.0 5 7390,0,1000000000000000.00,1000000000000000.00
Sep 16 2023,SHIB,$0.0 5 7470,0,1000000000000000.00,1000000000000000.00
Sep 14 2023,SHIB,$0.0 5 7250,0,1000000000000000.00,1000000000000000.00
Sep 12 2023,SHIB,$0.0 5 7030,0,1000000000000000.00,1000000000000000.00
Sep 11 2023,SHIB,$0.0 5 7370,0,1000000000000000.00,1000000000000000.00
Sep 09 2023,SHIB,$0.0 5 7560,0,1000000000000000.00,1000000000000000.00
Sep 07 2023,SHIB,$0.0 5 7650,0,1000000000000000.00,1000000000000000.00
Sep 05 2023,SHIB,$0.0 5 7470,0,1000000000000000.00,1000000000000000.00
Sep 04 2023,SHIB,$0.0 5 7660,0,1000000000000000.00,1000000000000000.00
Sep 02 2023,SHIB,$0.0 5 7840,0,1000000000000000.00,1000000000000000.00
Aug 31 2023,SHIB,$0.0 5 8150,0,1000000000000000.00,1000000000000000.00
Aug 30 2023,SHIB,$0.0 5 8390,0,1000000000000000.00,1000000000000000.00
