Date,Symbol,Price,Available Supply,Unlocked Supply,Private Investors,Public Investors,Reserved,Community & Other
Dec 31 2030,DOT,0,2747846406.98,2747846406.98,200000000.00,500000000.00,300000000.00,1747846406.98
Dec 26 2030,DOT,0,2744358986.50,2744358986.50,200000000.00,500000000.00,300000000.00,1744358986.50
Dec 22 2030,DOT,0,2741569050.11,2741569050.11,200000000.00,500000000.00,300000000.00,1741569050.11
Dec 17 2030,DOT,0,2738081629.64,2738081629.64,200000000.00,500000000.00,300000000.00,1738081629.64
Dec 13 2030,DOT,0,2735291693.25,2735291693.25,200000000.00,500000000.00,300000000.00,1735291693.25
Dec 08 2030,DOT,0,2731804272.77,2731804272.77,200000000.00,500000000.00,300000000.00,1731804272.77
Dec 03 2030,DOT,0,2728316852.29,2728316852.29,200000000.00,500000000.00,300000000.00,1728316852.29
Nov 29 2030,DOT,0,2725526915.91,2725526915.91,200000000.00,500000000.00,300000000.00,1725526915.91
Nov 24 2030,DOT,0,2722039495.43,2722039495.43,200000000.00,500000000.00,300000000.00,1722039495.43
Nov 20 2030,DOT,0,2719249559.05,2719249559.05,200000000.00,500000000.00,300000000.00,1719249559.05
Nov 15 2030,DOT,0,2715762138.57,2715762138.57,200000000.00,500000000.00,300000000.00,1715762138.57
Nov 10 2030,DOT,0,2712274718.09,2712274718.09,200000000.00,500000000.00,300000000.00,1712274718.09
Nov 06 2030,DOT,0,2709484781.71,2709484781.71,200000000.00,500000000.00,300000000.00,1709484781.71
Nov 01 2030,DOT,0,2705997361.23,2705997361.23,200000000.00,500000000.00,300000000.00,1705997361.23
Oct 28 2030,DOT,0,2703207424.85,2703207424.85,200000000.00,500000000.00,300000000.00,1703207424.85
Oct 23 2030,DOT,0,2699720004.37,2699720004.37,200000000.00,500000000.00,300000000.00,1699720004.37
Oct 19 2030,DOT,0,2696930067.98,2696930067.98,200000000.00,500000000.00,300000000.00,1696930067.98
Oct 14 2030,DOT,0,2693442647.51,2693442647.51,200000000.00,500000000.00,300000000.00,1693442647.51
Oct 09 2030,DOT,0,2689955227.03,2689955227.03,200000000.00,500000000.00,300000000.00,1689955227.03
Oct 05 2030,DOT,0,2687165290.64,2687165290.64,200000000.00,500000000.00,300000000.00,1687165290.64
Sep 30 2030,DOT,0,2683677870.16,2683677870.16,200000000.00,500000000.00,300000000.00,1683677870.16
Sep 26 2030,DOT,0,2680887933.78,2680887933.78,200000000.00,500000000.00,300000000.00,1680887933.78
Sep 21 2030,DOT,0,2677400513.30,2677400513.30,200000000.00,500000000.00,300000000.00,1677400513.30
Sep 16 2030,DOT,0,2673913092.82,2673913092.82,200000000.00,500000000.00,300000000.00,1673913092.82
Sep 12 2030,DOT,0,2671123156.44,2671123156.44,200000000.00,500000000.00,300000000.00,1671123156.44
Sep 07 2030,DOT,0,2667635735.96,2667635735.96,200000000.00,500000000.00,300000000.00,1667635735.96
Sep 03 2030,DOT,0,2664845799.58,2664845799.58,200000000.00,500000000.00,300000000.00,1664845799.58
Aug 29 2030,DOT,0,2661358379.10,2661358379.10,200000000.00,500000000.00,300000000.00,1661358379.10
Aug 24 2030,DOT,0,2657870958.62,2657870958.62,200000000.00,500000000.00,300000000.00,1657870958.62
Aug 20 2030,DOT,0,2655081022.24,2655081022.24,200000000.00,500000000.00,300000000.00,1655081022.24
Aug 15 2030,DOT,0,2651593601.76,2651593601.76,200000000.00,500000000.00,300000000.00,1651593601.76
Aug 11 2030,DOT,0,2648803665.38,2648803665.38,200000000.00,500000000.00,300000000.00,1648803665.38
Aug 06 2030,DOT,0,2645316244.90,2645316244.90,200000000.00,500000000.00,300000000.00,1645316244.90
Aug 01 2030,DOT,0,2641828824.42,2641828824.42,200000000.00,500000000.00,300000000.00,1641828824.42
Jul 28 2030,DOT,0,2639038888.03,2639038888.03,200000000.00,500000000.00,300000000.00,1639038888.03
Jul 23 2030,DOT,0,2635551467.56,2635551467.56,200000000.00,500000000.00,300000000.00,1635551467.56
Jul 19 2030,DOT,0,2632761531.17,2632761531.17,200000000.00,500000000.00,300000000.00,1632761531.17
Jul 14 2030,DOT,0,2629274110.69,2629274110.69,200000000.00,500000000.00,300000000.00,1629274110.69
Jul 10 2030,DOT,0,2626484174.31,2626484174.31,200000000.00,500000000.00,300000000.00,1626484174.31
Jul 05 2030,DOT,0,2622996753.83,2622996753.83,200000000.00,500000000.00,300000000.00,1622996753.83
Jun 30 2030,DOT,0,2619509333.35,2619509333.35,200000000.00,500000000.00,300000000.00,1619509333.35
Jun 26 2030,DOT,0,2616719396.97,2616719396.97,200000000.00,500000000.00,300000000.00,1616719396.97
Jun 21 2030,DOT,0,2613231976.49,2613231976.49,200000000.00,500000000.00,300000000.00,1613231976.49
Jun 17 2030,DOT,0,2610442040.11,2610442040.11,200000000.00,500000000.00,300000000.00,1610442040.11
Jun 12 2030,DOT,0,2606954619.63,2606954619.63,200000000.00,500000000.00,300000000.00,1606954619.63
Jun 07 2030,DOT,0,2603467199.15,2603467199.15,200000000.00,500000000.00,300000000.00,1603467199.15
Jun 03 2030,DOT,0,2600677262.77,2600677262.77,200000000.00,500000000.00,300000000.00,1600677262.77
May 29 2030,DOT,0,2597189842.29,2597189842.29,200000000.00,500000000.00,300000000.00,1597189842.29
May 25 2030,DOT,0,2594451039.47,2594451039.47,200000000.00,500000000.00,300000000.00,1594451039.47
May 20 2030,DOT,0,2591219286.79,2591219286.79,200000000.00,500000000.00,300000000.00,1591219286.79
May 15 2030,DOT,0,2587987534.12,2587987534.12,200000000.00,500000000.00,300000000.00,1587987534.12
May 11 2030,DOT,0,2585402131.99,2585402131.99,200000000.00,500000000.00,300000000.00,1585402131.99
May 06 2030,DOT,0,2582170379.32,2582170379.32,200000000.00,500000000.00,300000000.00,1582170379.32
May 02 2030,DOT,0,2579584977.18,2579584977.18,200000000.00,500000000.00,300000000.00,1579584977.18
Apr 27 2030,DOT,0,2576353224.51,2576353224.51,200000000.00,500000000.00,300000000.00,1576353224.51
Apr 22 2030,DOT,0,2573121471.84,2573121471.84,200000000.00,500000000.00,300000000.00,1573121471.84
Apr 18 2030,DOT,0,2570536069.70,2570536069.70,200000000.00,500000000.00,300000000.00,1570536069.70
Apr 13 2030,DOT,0,2567304317.03,2567304317.03,200000000.00,500000000.00,300000000.00,1567304317.03
Apr 09 2030,DOT,0,2564718914.89,2564718914.89,200000000.00,500000000.00,300000000.00,1564718914.89
Apr 04 2030,DOT,0,2561487162.22,2561487162.22,200000000.00,500000000.00,300000000.00,1561487162.22
Mar 30 2030,DOT,0,2558255409.55,2558255409.55,200000000.00,500000000.00,300000000.00,1558255409.55
Mar 26 2030,DOT,0,2555670007.41,2555670007.41,200000000.00,500000000.00,300000000.00,1555670007.41
Mar 21 2030,DOT,0,2552438254.74,2552438254.74,200000000.00,500000000.00,300000000.00,1552438254.74
Mar 17 2030,DOT,0,2549852852.60,2549852852.60,200000000.00,500000000.00,300000000.00,1549852852.60
Mar 12 2030,DOT,0,2546621099.93,2546621099.93,200000000.00,500000000.00,300000000.00,1546621099.93
Mar 08 2030,DOT,0,2544035697.79,2544035697.79,200000000.00,500000000.00,300000000.00,1544035697.79
Mar 03 2030,DOT,0,2540803945.12,2540803945.12,200000000.00,500000000.00,300000000.00,1540803945.12
Feb 26 2030,DOT,0,2537572192.45,2537572192.45,200000000.00,500000000.00,300000000.00,1537572192.45
Feb 22 2030,DOT,0,2534986790.32,2534986790.32,200000000.00,500000000.00,300000000.00,1534986790.32
Feb 17 2030,DOT,0,2531755037.64,2531755037.64,200000000.00,500000000.00,300000000.00,1531755037.64
Feb 13 2030,DOT,0,2529169635.51,2529169635.51,200000000.00,500000000.00,300000000.00,1529169635.51
Feb 08 2030,DOT,0,2525937882.84,2525937882.84,200000000.00,500000000.00,300000000.00,1525937882.84
Feb 03 2030,DOT,0,2522706130.16,2522706130.16,200000000.00,500000000.00,300000000.00,1522706130.16
Jan 30 2030,DOT,0,2520120728.03,2520120728.03,200000000.00,500000000.00,300000000.00,1520120728.03
Jan 25 2030,DOT,0,2516888975.36,2516888975.36,200000000.00,500000000.00,300000000.00,1516888975.36
Jan 21 2030,DOT,0,2514303573.22,2514303573.22,200000000.00,500000000.00,300000000.00,1514303573.22
Jan 16 2030,DOT,0,2511071820.55,2511071820.55,200000000.00,500000000.00,300000000.00,1511071820.55
Jan 11 2030,DOT,0,2507840067.88,2507840067.88,200000000.00,500000000.00,300000000.00,1507840067.88
Jan 07 2030,DOT,0,2505254665.74,2505254665.74,200000000.00,500000000.00,300000000.00,1505254665.74
Jan 02 2030,DOT,0,2502022913.07,2502022913.07,200000000.00,500000000.00,300000000.00,1502022913.07
Dec 29 2029,DOT,0,2499437510.93,2499437510.93,200000000.00,500000000.00,300000000.00,1499437510.93
Dec 24 2029,DOT,0,2496205758.26,2496205758.26,200000000.00,500000000.00,300000000.00,1496205758.26
Dec 19 2029,DOT,0,2492974005.59,2492974005.59,200000000.00,500000000.00,300000000.00,1492974005.59
Dec 15 2029,DOT,0,2490388603.45,2490388603.45,200000000.00,500000000.00,300000000.00,1490388603.45
Dec 10 2029,DOT,0,2487156850.78,2487156850.78,200000000.00,500000000.00,300000000.00,1487156850.78
Dec 06 2029,DOT,0,2484571448.64,2484571448.64,200000000.00,500000000.00,300000000.00,1484571448.64
Dec 01 2029,DOT,0,2481339695.97,2481339695.97,200000000.00,500000000.00,300000000.00,1481339695.97
Nov 27 2029,DOT,0,2478754293.84,2478754293.84,200000000.00,500000000.00,300000000.00,1478754293.84
Nov 22 2029,DOT,0,2475522541.16,2475522541.16,200000000.00,500000000.00,300000000.00,1475522541.16
Nov 17 2029,DOT,0,2472290788.49,2472290788.49,200000000.00,500000000.00,300000000.00,1472290788.49
Nov 13 2029,DOT,0,2469705386.36,2469705386.36,200000000.00,500000000.00,300000000.00,1469705386.36
Nov 08 2029,DOT,0,2466473633.68,2466473633.68,200000000.00,500000000.00,300000000.00,1466473633.68
Nov 04 2029,DOT,0,2463888231.55,2463888231.55,200000000.00,500000000.00,300000000.00,1463888231.55
Oct 30 2029,DOT,0,2460656478.88,2460656478.88,200000000.00,500000000.00,300000000.00,1460656478.88
Oct 25 2029,DOT,0,2457424726.21,2457424726.21,200000000.00,500000000.00,300000000.00,1457424726.21
Oct 21 2029,DOT,0,2454839324.07,2454839324.07,200000000.00,500000000.00,300000000.00,1454839324.07
Oct 16 2029,DOT,0,2451607571.40,2451607571.40,200000000.00,500000000.00,300000000.00,1451607571.40
Oct 12 2029,DOT,0,2449022169.26,2449022169.26,200000000.00,500000000.00,300000000.00,1449022169.26
Oct 07 2029,DOT,0,2445790416.59,2445790416.59,200000000.00,500000000.00,300000000.00,1445790416.59
Oct 02 2029,DOT,0,2442558663.92,2442558663.92,200000000.00,500000000.00,300000000.00,1442558663.92
Sep 28 2029,DOT,0,2439973261.78,2439973261.78,200000000.00,500000000.00,300000000.00,1439973261.78
Sep 23 2029,DOT,0,2436741509.11,2436741509.11,200000000.00,500000000.00,300000000.00,1436741509.11
Sep 19 2029,DOT,0,2434156106.97,2434156106.97,200000000.00,500000000.00,300000000.00,1434156106.97
Sep 14 2029,DOT,0,2430924354.30,2430924354.30,200000000.00,500000000.00,300000000.00,1430924354.30
Sep 09 2029,DOT,0,2427692601.63,2427692601.63,200000000.00,500000000.00,300000000.00,1427692601.63
Sep 05 2029,DOT,0,2425107199.49,2425107199.49,200000000.00,500000000.00,300000000.00,1425107199.49
Aug 31 2029,DOT,0,2421875446.82,2421875446.82,200000000.00,500000000.00,300000000.00,1421875446.82
Aug 27 2029,DOT,0,2419290044.68,2419290044.68,200000000.00,500000000.00,300000000.00,1419290044.68
Aug 22 2029,DOT,0,2416058292.01,2416058292.01,200000000.00,500000000.00,300000000.00,1416058292.01
Aug 17 2029,DOT,0,2412826539.34,2412826539.34,200000000.00,500000000.00,300000000.00,1412826539.34
Aug 13 2029,DOT,0,2410241137.21,2410241137.21,200000000.00,500000000.00,300000000.00,1410241137.21
Aug 08 2029,DOT,0,2407009384.53,2407009384.53,200000000.00,500000000.00,300000000.00,1407009384.53
