Date,Symbol,Available Supply,Unlocked Supply,Community Incentives,Staking Rewards,Sky Mavis,Ecosystem Fund
Apr 23 2028,RON,943495860.32,943495860.32,275637596.18,218317724.50,299695730.22,149844809.42
Apr 19 2028,RON,942724815.34,942724815.34,275502151.56,218141584.51,299391460.43,149689618.84
Apr 15 2028,RON,941953770.36,941953770.36,275366706.94,217965444.51,299087190.65,149534428.26
Apr 11 2028,RON,941182725.38,941182725.38,275231262.32,217789304.52,298782920.86,149379237.68
Apr 08 2028,RON,940604441.64,940604441.64,275129678.86,217657199.52,298554718.52,149262844.74
Apr 04 2028,RON,939833396.66,939833396.66,274994234.24,217481059.53,298250448.74,149107654.16
Mar 31 2028,RON,939062351.68,939062351.68,274858789.62,217304919.53,297946178.95,148952463.58
Mar 27 2028,RON,938291306.70,938291306.70,274723345.00,217128779.53,297641909.17,148797273.00
Mar 24 2028,RON,937713022.97,937713022.97,274621761.53,216996674.54,297413706.83,148680880.07
Mar 20 2028,RON,936941977.99,936941977.99,274486316.91,216820534.54,297109437.05,148525689.49
Mar 16 2028,RON,936170933.01,936170933.01,274350872.29,216644394.55,296805167.26,148370498.91
Mar 12 2028,RON,935399888.03,935399888.03,274215427.67,216468254.55,296500897.48,148215308.33
Mar 08 2028,RON,934628843.05,934628843.05,274079983.05,216292114.55,296196627.69,148060117.75
Mar 05 2028,RON,934050559.31,934050559.31,273978399.59,216160009.56,295968425.35,147943724.81
Mar 01 2028,RON,933279514.33,933279514.33,273842954.97,215983869.56,295664155.57,147788534.23
Feb 26 2028,RON,932508469.35,932508469.35,273707510.35,215807729.57,295359885.78,147633343.65
Feb 22 2028,RON,931737424.37,931737424.37,273572065.73,215631589.57,295055616.00,147478153.07
